date,S&P500_close
2022/2/2,4589.38 
2022/2/3,4477.44 
2022/2/4,4500.53 
2022/2/7,4483.87 
2022/2/8,4521.54 
2022/2/9,4587.18 
2022/2/10,4504.08 
2022/2/11,4418.64 
2022/2/14,4401.67 
2022/2/15,4471.07 
2022/2/16,4475.01 
2022/2/17,4380.26 
2022/2/18,4348.87 
2022/2/22,4304.76 
2022/2/23,4225.50 
2022/2/24,4288.70 
2022/2/25,4384.65 
2022/2/28,4373.94 
2022/3/1,4306.26 
2022/3/2,4386.54 
2022/3/3,4363.49 
2022/3/4,4328.87 
2022/3/7,4201.09 
2022/3/8,4170.70 
2022/3/9,4277.88 
2022/3/10,4259.52 
2022/3/11,4204.31 
2022/3/14,4173.11 
2022/3/15,4262.45 
2022/3/16,4357.86 
2022/3/17,4411.67 
2022/3/18,4463.12 
2022/3/21,4461.18 
2022/3/22,4511.61 
2022/3/23,4456.24 
2022/3/24,4520.16 
2022/3/25,4543.06 
2022/3/28,4575.52 
2022/3/29,4631.60 
2022/3/30,4602.45 
2022/3/31,4530.41 
2022/4/1,4545.86 
2022/4/4,4582.64 
2022/4/5,4525.12 
2022/4/6,4481.15 
2022/4/7,4500.21 
2022/4/8,4488.28 
2022/4/11,4412.53 
2022/4/12,4397.45 
2022/4/13,4446.59 
2022/4/14,4392.59 
2022/4/18,4391.69 
2022/4/19,4462.21 
2022/4/20,4459.45 
2022/4/21,4393.66 
2022/4/22,4271.78 
2022/4/25,4296.12 
2022/4/26,4175.20 
2022/4/27,4183.96 
2022/4/28,4287.50 
2022/4/29,4131.93 
2022/5/2,4155.38 
2022/5/3,4175.48 
2022/5/4,4300.17 
2022/5/5,4146.87 
2022/5/6,4123.34 
2022/5/9,3991.24 
2022/5/10,4001.05 
2022/5/11,3935.18 
2022/5/12,3930.08 
2022/5/13,4023.89 
2022/5/16,4008.01 
2022/5/17,4088.85 
2022/5/18,3923.68 
2022/5/19,3900.79 
2022/5/20,3901.36 
2022/5/23,3973.75 
2022/5/24,3941.48 
2022/5/25,3978.73 
2022/5/26,4057.84 
2022/5/27,4158.24 
2022/5/31,4132.15 
2022/6/1,4101.23 
2022/6/2,4176.82 
2022/6/3,4108.54 
2022/6/6,4121.43 
2022/6/7,4160.68 
2022/6/8,4115.77 
2022/6/9,4017.82 
2022/6/10,3900.86 
2022/6/13,3749.63 
2022/6/14,3735.48 
2022/6/15,3789.99 
2022/6/16,3666.77 
2022/6/17,3674.84 
2022/6/21,3764.79 
2022/6/22,3759.89 
2022/6/23,3795.73 
2022/6/24,3911.74 
2022/6/27,3900.11 
2022/6/28,3821.55 
2022/6/29,3818.83 
2022/6/30,3785.38 
2022/7/1,3825.33 
2022/7/5,3831.39 
2022/7/6,3845.08 
2022/7/7,3902.62 
2022/7/8,3899.38 
2022/7/11,3854.43 
2022/7/12,3818.80 
2022/7/13,3801.78 
2022/7/14,3790.38 
2022/7/15,3863.16 
2022/7/18,3830.85 
2022/7/19,3936.69 
2022/7/20,3959.90 
2022/7/21,3998.95 
2022/7/22,3961.63 
2022/7/25,3966.84 
2022/7/26,3921.05 
2022/7/27,4023.61 
2022/7/28,4072.43 
2022/7/29,4130.29 
2022/8/1,4118.63 
2022/8/2,4091.19 
2022/8/3,4155.17 
2022/8/4,4151.94 
2022/8/5,4145.19 
2022/8/8,4140.06 
2022/8/9,4122.47 
2022/8/10,4210.24 
2022/8/11,4207.27 
2022/8/12,4280.15 
2022/8/15,4297.14 
2022/8/16,4305.20 
2022/8/17,4274.04 
2022/8/18,4283.74 
2022/8/19,4228.48 
2022/8/22,4137.99 
2022/8/23,4128.73 
2022/8/24,4140.77 
2022/8/25,4199.12 
2022/8/26,4057.66 
2022/8/29,4030.61 
2022/8/30,3986.16 
2022/8/31,3955.00 
2022/9/1,3966.85 
2022/9/2,3924.26 
2022/9/6,3908.19 
2022/9/7,3979.87 
2022/9/8,4006.18 
2022/9/9,4067.36 
2022/9/12,4110.41 
2022/9/13,3932.69 
2022/9/14,3946.01 
2022/9/15,3901.35 
2022/9/16,3873.33 
2022/9/19,3899.89 
2022/9/20,3855.93 
2022/9/21,3789.93 
2022/9/22,3757.99 
2022/9/23,3693.23 
2022/9/26,3655.04 
2022/9/27,3647.29 
2022/9/28,3719.04 
2022/9/29,3640.47 
2022/9/30,3585.62 
2022/10/3,3678.43 
2022/10/4,3790.93 
2022/10/5,3783.28 
2022/10/6,3744.52 
2022/10/7,3639.66 
2022/10/10,3612.39 
2022/10/11,3588.84 
2022/10/12,3577.03 
2022/10/13,3669.91 
2022/10/14,3583.07 
2022/10/17,3677.95 
2022/10/18,3719.98 
2022/10/19,3695.16 
2022/10/20,3665.78 
2022/10/21,3752.75 
2022/10/24,3797.34 
2022/10/25,3859.11 
